...1,S_ID,session,Run,block,trial,StimType,OrderCond,Name,NameFreq,RespOrder,NameFoil1,NameFoil2,NameDistractor1,NameDistractor2,DistractorNameFreq1,DistractorNameFreq2,Accuracy,Foil,Distractor,RT,RTonset,rpress,lpress,Confidence,ConfidenceRT,rConf
3055,4,2,2,12,15,0,5,JONAH,78,7,KEEGAN,USMAN,RAYMOND,DEREK,78,40,0,1,0,2.44001040002331,0.663926400011405,0,1,NA,NA,1
3056,4,2,2,12,16,0,8,MELANIE,166,9,SALLY,ABIGAIL,SAFFRON,JASMINE,166,1145,1,NA,NA,2.18589610001072,1.24484430003213,4,1,NA,NA,4
3057,4,2,2,3,1,0,1,KEANU,36,14,RICHIE,DARIO,LORENZO,HAROON,36,61,1,NA,NA,1.37272250000387,0.0267055999720469,0,0,NA,NA,3
3058,4,2,2,3,2,0,3,RICHIE,25,3,KEANU,AKSHAY,SANDEEP,CHARLIE,25,1912,1,NA,NA,3.94192399998428,2.67293309996603,4,2,NA,NA,1
3059,4,2,2,3,3,0,3,JASPER,94,10,AKSHAY,RICHIE,DAMIEN,BRYAN,90,39,0,0,1,2.68069100001594,1.85908060002839,3,1,NA,NA,1
3060,4,2,2,3,4,0,5,AKSHAY,51,7,JASPER,BRUNO,ASTON,LANCE,51,35,1,NA,NA,1.20122769998852,0.253933299973141,0,1,NA,NA,4
3061,4,2,2,3,5,0,3,DARIO,18,13,JEREMY,KEANU,DENZEL,CARLTON,18,40,1,NA,NA,2.07897009997396,0.0297602000064217,0,0,NA,NA,1
3062,4,2,2,3,6,0,2,LINDA,34,8,TAMSIN,BETHAN,LOTTIE,AISHA,34,328,1,NA,NA,3.50957680004649,2.39436729997396,4,2,NA,NA,2
3063,4,2,2,3,7,0,4,TAMSIN,137,1,TERESA,CRYSTAL,ELINOR,HENNA,136,82,1,NA,NA,2.33673069998622,1.16777559998445,2,0,NA,NA,2
3064,4,2,2,3,8,0,3,TYLER,1007,16,BRUNO,JEREMY,JASON,BERTRAM,1001,14,0,0,1,2.69886060000863,1.7604964999482,2,1,NA,NA,1
3065,4,2,2,3,9,0,7,JEREMY,108,2,DARIO,TYLER,STANLEY,HAROLD,108,54,1,NA,NA,3.1794390999712,2.31334969995078,3,4,NA,NA,3
3066,4,2,2,3,10,0,6,FLEUR,86,11,BETHAN,LEONIE,STEVIE,ANNABEL,86,380,1,NA,NA,1.2760328000295,0.273205700039398,1,0,NA,NA,4
3067,4,2,2,3,11,0,8,SUZANNE,92,15,LINDA,TERESA,TAMMY,LILLY,92,89,1,NA,NA,3.79975379997632,2.60949469998013,5,4,NA,NA,4
3068,4,2,2,3,12,0,2,BETHAN,825,5,SUZANNE,FLEUR,KELLY,GEMMA,789,1261,1,NA,NA,3.27447459998075,2.42719250003574,4,1,NA,NA,1
3069,4,2,2,3,13,0,6,LEONIE,136,9,FLEUR,TAMSIN,LUCIE,ESTHER,136,231,0,0,1,4.05051279999316,3.13420129998121,3,1,NA,NA,2
3070,4,2,2,3,14,0,7,BRUNO,16,12,TYLER,JASPER,CLIVE,ROLAND,16,18,1,NA,NA,2.0248605000088,1.22405059996527,3,1,NA,NA,4
3071,4,2,2,3,15,0,2,CRYSTAL,107,6,LEONIE,SUZANNE,DARCY,ALEENA,107,30,0,1,0,1.61019069998292,0.559533799998462,0,1,NA,NA,2
3072,4,2,2,3,16,0,8,TERESA,48,4,CRYSTAL,LINDA,KITTY,CALLIE,47,37,1,NA,NA,2.28325909998966,1.53796669997973,3,2,NA,NA,4
3073,5,1,1,1,1,0,4,JULIET,57,12,CHANICE,CARRIE,KAITLIN,KEELEY,57,209,0,0,1,3.41944390000208,2.370285099998,3,3,2,0.814803900000697,2
3074,5,1,1,1,2,0,7,ASHLEY,1874,2,CONRAD,FLYNN,REECE,EAMON,1811,24,0,1,0,3.81698490000053,2.78969539999889,1,2,4,0.760900900000706,4
3075,5,1,1,1,3,0,1,EDWIN,48,15,LYNDON,JEROME,GILES,JARED,47,158,0,1,0,4.3987898000014,3.45417160000216,2,3,1,0.79563810000036,1
3076,5,1,1,1,4,0,8,CLARE,216,4,JULIET,JESSICA,CASEY,BROOKE,215,269,1,NA,NA,3.41125159999865,2.40103079999972,2,1,4,0.945843699999386,4
3077,5,1,1,1,5,0,5,TRISTAN,250,5,JEROME,JACOB,ANGUS,ZACHARY,247,574,0,1,0,6.11505309999848,5.21416380000301,5,6,2,1.19553580000138,2
3078,5,1,1,1,6,0,4,ANTONIA,234,1,CARRIE,JULIET,ESTHER,WILLOW,231,1536,0,1,0,3.61559480000142,2.2191641999998,3,1,3,0.840155799996865,3
3079,5,1,1,1,7,0,3,FLYNN,20,10,JACOB,ASHLEY,GRAEME,JASON,20,1001,1,NA,NA,3.79675349999889,2.71109620000061,1,1,4,0.969276700001501,4
3080,5,1,1,1,8,0,5,LYNDON,37,16,TRISTAN,CONRAD,SOREN,TRENT,37,10,0,0,1,4.47809120000238,3.51817189999929,3,1,1,0.73519049999959,1
3081,5,1,1,1,9,0,1,JACOB,2249,6,FLYNN,EDWIN,CHARLIE,GETHIN,1912,38,0,1,0,2.69839420000062,1.67007869999725,1,2,4,0.847217300000921,4
3082,5,1,1,1,10,0,5,JEROME,135,11,EDWIN,LYNDON,ARTHUR,DAYLE,129,30,0,1,0,3.28421349999917,2.271918800001,2,2,2,0.379745100002765,2
3083,5,1,1,1,11,0,2,AMINA,151,7,ANTONIA,AMBER,ELIZA,CANDICE,147,66,1,NA,NA,3.06121890000213,2.15475809999771,1,1,4,0.822705999999016,4
3084,5,1,1,1,12,0,5,CONRAD,39,9,ASHLEY,TRISTAN,LEONARD,BRADY,39,32,1,NA,NA,3.72216720000142,2.81758690000061,4,1,4,0.878656400000182,4
3085,5,1,1,1,13,0,8,CARRIE,97,8,AMINA,CLARE,EMILIE,HELENA,96,308,1,NA,NA,4.88877530000173,3.92073920000257,3,3,2,1.10141020000083,2
3086,5,1,1,1,14,0,6,JESSICA,6711,13,AMBER,CHANICE,EMILY,PENNY,6415,81,0,0,1,4.59365919999982,3.78692310000042,3,3,3,0.595212600001105,3
3087,5,1,1,1,15,0,2,CHANICE,37,14,CLARE,AMINA,KEISHA,FARHANA,37,46,1,NA,NA,3.89386939999895,2.89828709999711,4,2,3,0.564009699999588,3
3088,5,1,1,1,16,0,6,AMBER,1422,3,JESSICA,ANTONIA,GRACE,FAITH,1421,116,0,1,0,4.14285070000187,3.13855909999984,4,1,3,0.823667900000146,3
3089,5,1,1,2,1,0,7,HAMZA,220,7,DILLON,REUBEN,ANTONY,ARCHIE,217,169,0,1,0,3.43488720000096,2.39635470000212,3,2,3,0.569612700001016,3
3090,5,1,1,2,2,0,3,AINSLEY,43,16,HECTOR,CIARAN,LAURIE,VINCENT,43,117,NA,NA,NA,NA,NA,1,1,1,1.10977599999751,1
3091,5,1,1,2,3,0,5,KAINE,79,11,AINSLEY,HECTOR,TERRY,SHELDON,79,52,0,1,0,2.82035890000043,1.90647899999749,2,1,2,0.785777200002485,2
3092,5,1,1,2,4,0,7,DILLON,174,14,ARONAS,HAMZA,FRANCIS,LUCIEN,172,16,1,NA,NA,6.72952129999976,5.63458610000089,5,5,2,0.503441099997872,2
3093,5,1,1,2,5,0,8,HAYLEY,1088,4,BONNIE,PRIYA,HARRIET,MARYAM,1046,176,0,1,0,4.58440530000007,3.50244009999733,4,1,2,0.52850689999832,2
3094,5,1,1,2,6,0,3,REUBEN,160,12,HAMZA,AINSLEY,JARED,LEONARD,158,39,1,NA,NA,5.21240880000187,4.11498610000126,5,2,4,0.638399600000412,4
3095,5,1,1,2,7,0,8,PALOMA,38,6,HAYLEY,LAUREN,CALLIE,ADINA,37,20,1,NA,NA,2.98658739999883,2.00906570000006,0,1,4,0.932822599999781,4
3096,5,1,1,2,8,0,6,TALIA,86,9,JAZMIN,BONNIE,HALIMA,FFION,85,201,0,1,0,5.85148739999931,4.59216520000336,5,2,2,0.71010049999677,2
3097,5,1,1,2,9,0,3,ARONAS,44,15,CIARAN,KAINE,MALIK,SANDEEP,44,25,0,1,0,6.647313999998,0.801959300002636,2,0,2,0.623756799999683,2
3098,5,1,1,2,10,0,1,CIARAN,278,5,KAINE,ARONAS,FRASER,LORENZO,278,36,1,NA,NA,5.14764389999982,4.17005179999978,5,1,2,0.641558499999519,2
3099,5,1,1,2,11,0,4,LAUREN,6299,8,PALOMA,HAYLEY,HANNAH,EBONY,5916,200,1,NA,NA,2.78542599999855,1.82364349999989,1,1,4,0.795292200000404,4
3100,5,1,1,2,12,0,4,BONNIE,95,1,PRIYA,ELLIE,WHITNEY,MARNIE,95,41,0,1,0,5.65014820000215,2.23865549999755,3,0,2,1.38481029999821,2
3101,5,1,1,2,13,0,2,PRIYA,101,2,LAUREN,JAZMIN,KIRBY,DARCY,100,107,0,1,0,4.17200089999824,3.09785560000091,3,3,1,0.720066599998972,1
3102,5,1,1,2,14,0,1,HECTOR,29,13,REUBEN,DILLON,MIKEY,QUINN,29,10,0,1,0,7.44508359999963,5.08308839999881,2,1,2,0.683913900000334,2
3103,5,1,1,2,15,0,8,JAZMIN,62,3,ELLIE,TALIA,MAXINE,KAYLEY,62,127,1,NA,NA,1.89329090000319,0.825933500000247,0,1,4,0.803387100000691,4
3104,5,1,1,2,16,0,8,ELLIE,1900,10,TALIA,PALOMA,"NATASHA",ROBYN,1751,683,1,NA,NA,6.24235150000095,4.88344460000008,3,3,3,0.611713999998756,3
3105,5,1,1,3,1,0,7,DONALD,23,4,MARCO,MARIO,GERALD,CALLUM,23,4281,0,1,0,6.55600550000236,3.01797650000299,3,3,2,0.599349899999652,2
3106,5,1,1,3,2,0,3,MAXIM,36,16,DONALD,JOHNNY,TARIQ,RALPH,36,47,0,1,0,5.48310459999993,2.30068170000231,2,3,3,0.604498600001534,3
3107,5,1,1,3,3,0,6,JESSIE,194,14,SUSAN,CATRIN,HEIDI,PORTIA,193,28,1,NA,NA,6.38786489999984,4.0102181000002,4,1,2,1.12172429999919,2
3108,5,1,1,3,4,0,5,ADRIAN,155,5,AWAIS,MAXIM,BLAKE,HENRY,154,1135,0,1,0,4.35032720000163,3.27975710000101,2,2,2,0.671684799999639,2
3109,5,1,1,3,5,0,2,LIBERTY,144,10,ELYSIA,JESSIE,HAZEL,SHELLEY,141,84,1,NA,NA,2.88372970000273,0.704294700000901,1,0,4,0.754702299997007,4
3110,5,1,1,3,6,0,4,CATRIN,102,1,JAYDE,SUSAN,LOREN,ISOBEL,102,522,0,0,1,5.40750860000117,1.58677850000095,0,1,2,1.2905163999967,2
3111,5,1,1,3,7,0,7,MARIO,20,8,ADRIAN,DONALD,VIVEK,JIMMY,20,80,1,NA,NA,2.58279729999776,0.852537099999608,2,0,4,0.82916860000114,4
3112,5,1,1,3,8,0,8,SUSAN,82,7,CATRIN,JAYDE,PENNY,KEISHA,81,37,0,1,0,5.74084589999984,0.211354899998696,0,1,1,0.460920500001521,1
3113,5,1,1,3,9,0,6,HUMAIRA,46,3,JESSIE,MARIE,JAIME,SYDNEY,46,98,1,NA,NA,3.30563929999698,0.0270224000014423,0,0,4,0.679905199998757,4
3114,5,1,1,3,10,0,3,TYRONE,117,12,MAXIM,AWAIS,VINCENT,FREDDY,117,25,0,0,1,5.38624500000151,1.67260539999916,3,2,2,0.668452800000523,2
3115,5,1,1,3,11,0,2,MARIE,129,15,HUMAIRA,ELYSIA,TAYLA,MABEL,129,17,1,NA,NA,6.09978559999945,2.26537579999786,3,1,2,0.715034699998796,2
3116,5,1,1,3,12,0,3,MARCO,76,9,JOHNNY,TYRONE,ISMAIL,FRANCIS,75,172,0,1,0,3.85497860000032,1.75387390000105,1,0,4,0.85134090000065,4
3117,5,1,1,3,13,0,8,JAYDE,58,2,LIBERTY,HUMAIRA,VICKY,CECILIA,58,27,0,1,0,7.36299919999874,5.68155430000115,3,2,3,0.711064899998746,3
3118,5,1,1,3,14,0,2,ELYSIA,72,11,MARIE,LIBERTY,HAFSA,HALIMA,72,85,0,1,0,3.75782480000271,0.0571568999985175,0,0,4,0.610510300000897,4
3119,5,1,1,3,15,0,1,AWAIS,50,13,TYRONE,ADRIAN,MARLEY,TUDOR,50,15,0,0,1,4.73825529999885,0.0325114999977814,0,0,1,0.267144400000689,1
3120,5,1,1,3,16,0,3,JOHNNY,32,6,MARIO,MARCO,MILAN,AYRTON,32,37,1,NA,NA,3.22270360000039,1.28682350000236,2,0,4,1.09604690000197,4
3121,5,1,1,4,1,0,5,BOBBY,126,7,BRODIE,CYRUS,SPENCER,CHRIS,124,17,1,NA,NA,5.22972769999978,0.025853899998765,0,0,1,0.599427599998307,1
3122,5,1,1,4,2,0,3,IBRAHIM,129,6,BOBBY,ALISTER,SONNY,BLAKE,127,154,1,NA,NA,2.6509212000019,1.52706800000306,4,1,4,0.875314000000799,4
3123,5,1,1,4,3,0,1,CYRUS,29,10,IBRAHIM,PARKER,DARNELL,FABIO,29,28,0,1,0,6.341255000003,4.99678319999657,3,2,1,0.474510100000771,1
3124,5,1,1,4,4,0,8,BROGAN,165,12,MILLIE,RIANNA,"NADINE",LEIGH,165,125,0,1,0,6.10588619999908,0.0347791999993206,0,0,2,0.68985210000028,2
3125,5,1,1,4,5,0,2,RIANNA,90,9,VERITY,ISABEL,SADIA,ELEANOR,90,2555,0,1,0,3.43909400000121,0.891698399998859,2,0,3,0.695701099997677,3
3126,5,1,1,4,6,0,2,VERITY,114,14,ISABEL,SHARNA,CELINE,MIKAELA,113,37,0,1,0,5.2003009,2.52926419999858,2,1,3,0.852120399998967,3
3127,5,1,1,4,7,0,2,ISABEL,455,15,MAIYA,BROGAN,KELSEY,SACHA,438,57,0,0,1,5.62786080000296,1.9488695,2,2,1,1.2977576000012,1
3128,5,1,1,4,8,0,4,SHARNA,111,8,BROGAN,MAIYA,CLARA,SIMONE,107,158,1,NA,NA,7.82214419999946,1.46020549999957,2,0,2,1.11155259999941,2
3129,5,1,1,4,9,0,6,MAIYA,48,4,SHARNA,MILLIE,CANDICE,BARBARA,66,26,1,NA,NA,2.85162510000009,1.13070359999983,3,0,4,0.878873900001054,4
3130,5,1,1,4,10,0,3,BRODIE,46,2,AUSTIN,BOBBY,BYRON,ZAYNE,46,41,1,NA,NA,4.6258686000001,1.84074849999888,2,0,3,0.653602700000192,3
3131,5,1,1,4,11,0,1,SAMUEL,6161,5,TOMMY,AUSTIN,JORDAN,OMARI,5750,30,1,NA,NA,4.53659630000038,3.28809229999752,2,3,3,0.620059000000765,3
3132,5,1,1,4,12,0,7,ALISTER,30,11,CYRUS,SAMUEL,DAYLE,BYRON,30,46,1,NA,NA,2.33192349999808,1.05373320000217,3,0,4,0.90280310000162,4
3133,5,1,1,4,13,0,1,PARKER,407,1,SAMUEL,TOMMY,LANCE,ISAAC,35,480,0,1,0,3.85818289999952,0.366572599999927,0,1,3,1.22690180000063,3
3134,5,1,1,4,14,0,3,TOMMY,247,16,PARKER,IBRAHIM,RICKY,KESTER,242,16,1,NA,NA,5.97210540000015,2.11437509999814,2,1,3,0.57479020000028,3
3135,5,1,1,4,15,0,4,MILLIE,324,13,RIANNA,VERITY,SHAUNA,CERYS,316,92,0,1,0,3.31964119999975,1.19843219999893,3,0,4,0.84286720000091,4
3136,5,1,1,4,16,0,7,AUSTIN,65,3,ALISTER,BRODIE,ANDREAS,KILLIAN,64,10,0,0,1,6.93443219999972,4.98112309999851,4,4,4,0.971819800000958,4
3137,5,1,1,5,1,0,5,ABRAHAM,40,13,RILEY,SANJAY,CARLTON,JESSE,40,161,1,NA,NA,5.56238659999872,4.41601380000066,4,1,1,0.757222000000183,1
3138,5,1,1,5,2,0,1,FARHAN,37,12,JONAS,HOWARD,JARVIS,MICHAEL,37,4187,1,NA,NA,4.42147729999851,3.04483679999976,3,1,4,0.802443399999902,4
3139,5,1,1,5,3,0,6,SELINA,158,6,MANISHA,AISLING,SIMONE,"NATASHA",158,1751,0,1,0,4.15515920000325,1.90376000000106,2,1,4,0.824349300000904,4
3140,5,1,1,5,4,0,4,AMIRA,33,16,ALICE,NIKKI,TIANA,CARMEN,33,60,1,NA,NA,6.27018719999978,1.2924262000015,1,1,1,0.535953700000391,1
3141,5,1,1,5,5,0,8,ALICE,2357,2,SELINA,MISHA,RACHEL,BRIDIE,2105,76,0,1,0,5.65026020000005,4.62399619999997,3,2,4,1.18389319999915,4
3142,5,1,1,5,6,0,5,RILEY,32,9,PIERCE,PAOLO,WASIM,TYRELL,32,55,1,NA,NA,5.62106529999801,3.56073509999987,1,2,4,0.748746099998243,4
3143,5,1,1,5,7,0,1,JONAS,21,4,SANJAY,ABRAHAM,RONALD,MILAN,21,32,1,NA,NA,6.96177019999959,0.027525000001333,0,0,4,0.762666900001932,4
3144,5,1,1,5,8,0,7,PAOLO,16,1,FARHAN,RILEY,TERRELL,MIKEY,16,29,0,1,0,6.22728510000161,0.0276067999984662,0,0,3,0.543662600000971,3
3145,5,1,1,5,9,0,5,GERARD,38,5,ABRAHAM,JONAS,GETHIN,ARTHUR,38,129,1,NA,NA,2.93005549999725,0.374957799998811,1,0,4,0.691610699999728,4
3146,5,1,1,5,10,0,6,AISLING,70,8,MISHA,ALICE,DONNA,CELINE,69,113,1,NA,NA,2.78101679999963,1.04300760000115,3,0,4,0.690961799999059,4
3147,5,1,1,5,11,0,4,MANISHA,73,15,NIKKI,SELINA,SAIRA,MAEVE,73,24,1,NA,NA,4.05088959999921,1.70937229999981,1,0,2,0.605142699998396,2
3148,5,1,1,5,12,0,2,MISHA,43,3,AISLING,AMIRA,ALINA,SHANA,42,42,0,1,0,3.07584259999931,0.0266094999969937,0,0,4,0.700810800000909,4
3149,5,1,1,5,13,0,3,HOWARD,47,14,GERARD,PIERCE,RALPH,JACQUES,47,53,0,0,1,5.34126449999894,4.36244319999969,5,5,3,0.589468400001351,3
3150,5,1,1,5,14,0,7,PIERCE,61,10,PAOLO,GERARD,SOLOMON,AKEEM,60,27,1,NA,NA,3.80948780000108,1.18955590000041,3,0,4,0.805458999999246,4
3151,5,1,1,5,15,0,5,SANJAY,29,11,HOWARD,FARHAN,DEVANTE,TERENCE,29,58,1,NA,NA,3.63281619999907,0.0285559000003559,0,0,4,0.891437100002804,4
3152,5,1,1,5,16,0,8,NIKKI,102,7,AMIRA,MANISHA,FLORA,ASHLEA,101,52,0,1,0,6.84644679999838,3.83774410000115,3,3,2,0.967496500001289,2
3153,5,1,1,6,1,0,6,MADDIE,37,10,ELENA,LETITIA,MIKAELA,CAMILLA,37,62,0,1,0,5.98903939999946,1.99497320000228,3,0,1,1.44773700000223,1
3154,5,1,1,6,2,0,7,WESLEY,185,13,MITCHEL,CHESTER,JUSTIN,MAXWELL,182,160,0,1,0,4.91161419999844,0.96079390000159,2,0,2,0.566869199999928,2
3155,5,1,1,6,3,0,1,CHESTER,24,14,BARNEY,TRAVIS,DERRY,BARRY,24,45,1,NA,NA,3.83353169999828,1.80986800000028,1,0,4,0.806398000000627,4
3156,5,1,1,6,4,0,7,BARNEY,37,4,LEYTON,FAHIM,CARLOS,ALLAN,37,37,NA,NA,NA,NA,NA,3,2,1,1.45172870000169,1
3157,5,1,1,6,5,0,2,ELENA,213,9,LOUISE,MARGOT,VANESSA,ROISIN,213,134,0,1,0,5.86074780000126,0.0275211999978637,0,0,2,0.49345870000252,2
3158,5,1,1,6,6,0,6,AILISH,38,1,MARGOT,MADDIE,JAYNE,CONNIE,38,144,1,NA,NA,6.72336690000157,3.42929399999775,3,0,2,0.618086700000276,2
3159,5,1,1,6,7,0,5,FAHIM,24,5,CHESTER,MITCHEL,JERRY,RAYMOND,24,78,1,NA,NA,6.09332820000054,4.70177019999755,4,3,1,1.45862730000226,1
3160,5,1,1,6,8,0,8,KAREN,76,15,ELISE,SUMMER,KYLIE,SAMINA,76,41,0,1,0,6.53306879999946,0.967027299997426,1,1,3,0.74303620000137,3
3161,5,1,1,6,9,0,1,TRAVIS,205,8,FAHIM,WESLEY,LUCAS,ANTONY,202,217,0,1,0,5.5166449999997,1.70117069999833,1,1,3,0.786625400000048,3
3162,5,1,1,6,10,0,4,LOUISE,1309,6,MADDIE,ELISE,ABBIE,TRACY,1297,34,0,1,0,4.09744710000086,1.66733739999836,2,0,3,0.731386700001167,3
3163,5,1,1,6,11,0,8,ELISE,253,7,SUMMER,KAREN,KATRINA,BECKY,251,146,0,1,0,4.64239340000131,1.99979309999981,2,0,2,0.513800199998514,2
3164,5,1,1,6,12,0,4,SUMMER,203,2,KAREN,AILISH,DEANNA,ANDREA,202,74,1,NA,NA,3.59855390000303,0.949456800000917,2,0,4,0.835117399998126,4
3165,5,1,1,6,13,0,3,MITCHEL,54,3,WESLEY,LEYTON,JACQUES,OLIVIER,53,10,0,1,0,5.81444120000015,4.71863429999939,5,2,1,0.414228499997989,1
3166,5,1,1,6,14,0,4,MARGOT,293,11,LETITIA,ELENA,HENNA,MAISIE,82,335,0,1,0,2.71481619999759,0.398174699999799,1,0,4,0.607750600000145,4
3167,5,1,1,6,15,0,7,LEYTON,16,12,TRAVIS,BARNEY,LUCIEN,LUCAS,16,202,0,0,1,3.21052200000122,0.406307699999161,1,0,4,0.725085300000501,4
3168,5,1,1,6,16,0,6,LETITIA,44,16,AILISH,LOUISE,MAISY,LEANNA,44,40,0,1,0,4.51411889999872,0.0288892000025953,0,0,4,0.729502499998489,4
3169,5,1,1,7,1,0,8,LAILA,35,16,CHARIS,ROSANNA,PIPPA,TANYA,35,169,1,NA,NA,4.76890339999954,2.13241980000021,2,0,2,0.481822300000204,2
3170,5,1,1,7,2,0,7,AYDEN,27,11,HARRIS,FREDDIE,NICKY,GLENN,27,100,0,1,0,4.0878972999999,1.76425910000034,2,0,4,0.815665400001308,4
3171,5,1,1,7,3,0,6,FARZANA,45,14,REBECCA,AYSHA,LIANNE,TAMARA,45,397,1,NA,NA,2.06940469999972,0.0268630999999004,0,0,4,0.812513699998817,4
3172,5,1,1,7,4,0,2,AYSHA,94,5,CARLY,CHARIS,KEIRA,DOROTHY,94,18,1,NA,NA,4.6964693000009,0.0282280999999784,0,0,4,0.833191699999588,4
3173,5,1,1,7,5,0,1,ALBERT,110,9,HAIDER,HARRIS,BAILEY,CHARLES,109,1738,1,NA,NA,1.25818240000081,0.0277154999967024,0,0,4,0.929049599999416,4
3174,5,1,1,7,6,0,6,CARLY,235,10,BRONTE,FARZANA,SADIE,SAVANNA,235,40,0,1,0,4.0794696999983,1.07933889999913,1,0,4,1.0460662000005,4
3175,5,1,1,7,7,0,3,HARRIS,42,4,AYDEN,HAIDER,MICAH,TERRY,42,79,0,0,1,5.27597010000318,1.67713129999902,1,1,2,0.469939999999042,2
3176,5,1,1,7,8,0,5,FREDDIE,89,8,ALBERT,AYDEN,FRANK,GILES,86,47,1,NA,NA,5.27580369999851,0.0277344999994966,0,0,2,1.05498230000012,2
3177,5,1,1,7,9,0,4,KRISTY,39,6,FARZANA,BRONTE,LUISA,RACHEL,39,2105,1,NA,NA,5.44372440000006,1.82982590000029,1,1,1,0.573423399997409,1
3178,5,1,1,7,10,0,6,JOANNA,374,3,LAILA,BETHANY,ALISHA,TIANA,363,33,0,1,0,3.00067110000236,1.41831180000008,0,1,3,0.471320500000729,3
3179,5,1,1,7,11,0,8,CHARIS,52,1,AYSHA,CARLY,LARISSA,SIMRAN,51,240,0,1,0,3.63731630000257,1.16795629999979,0,1,3,0.665659500002221,3
3180,5,1,1,7,12,0,1,HAIDER,51,2,FREDDIE,ALBERT,VICTOR,LEWIS,51,3569,0,1,0,6.32535909999933,2.40102130000014,2,0,4,0.594386799999484,4
3181,5,1,1,7,13,0,2,REBECCA,5828,13,BETHANY,LAILA,MEGAN,HEIDI,4948,193,0,1,0,5.80092979999972,2.66592680000031,3,3,3,0.711729599999671,3
3182,5,1,1,7,14,0,8,BRONTE,59,7,JOANNA,REBECCA,FEARNE,LIBBY,143,191,1,NA,NA,3.68775610000012,1.15185980000024,1,0,4,0.740829099999246,4
3183,5,1,1,7,15,0,8,ROSANNA,99,15,KRISTY,JOANNA,DANNI,ABBIE,98,1297,1,NA,NA,2.61780999999974,0.15274490000229,1,0,4,1.02017889999843,4
3184,5,1,1,7,16,0,4,BETHANY,4271,12,ROSANNA,KRISTY,GEORGIA,STORM,3723,36,0,1,0,2.97910620000039,0.958593499999552,3,0,2,0.626433299999917,2
3185,5,1,1,8,1,0,6,YASMIN,661,15,SORCHA,LEONA,KATHRYN,VANESSA,635,213,1,NA,NA,1.17174880000312,0.0508885999988706,0,0,4,0.680164299999888,4
3186,5,1,1,8,2,0,2,LEONA,57,5,MIRANDA,"NAOMI",SACHA,DEANNA,57,202,0,0,1,2.98949310000171,1.16648859999987,2,1,4,0.718546100000822,4
3187,5,1,1,8,3,0,5,ARJUN,72,14,DANNY,ARNOLD,PIERS,CURTIS,71,757,1,NA,NA,2.14032969999971,0.454380499999388,0,1,4,0.764454500000284,4
3188,5,1,1,8,4,0,5,PHILIP,481,11,ARNOLD,ELLIOT,ISAAC,JULIEN,480,14,0,0,1,4.7351219000011,0.169593599999644,0,1,3,0.599292800001422,3
3189,5,1,1,8,5,0,8,DIONNE,89,6,SABAH,SORCHA,LILLY,KIRBY,89,100,0,1,0,2.7659507999997,0.908534700000018,1,0,4,0.740231300002051,4
3190,5,1,1,8,6,0,7,MOSES,29,7,LORCAN,ARJUN,BUSTER,PIERS,33,71,1,NA,NA,1.96030120000069,0.509981700000935,2,0,4,0.946874799999932,4
3191,5,1,1,8,7,0,8,ALANIS,31,12,"NAOMI",SABAH,BRIANNA,PHOEBE,31,910,1,NA,NA,3.22092740000153,1.10782119999931,3,0,4,0.87660379999942994,4
3192,5,1,1,8,8,0,8,SORCHA,34,9,LEILA,DIONNE,TRACY,FAIZA,34,42,1,NA,NA,1.20427030000064,0.02962320000006,0,0,4,0.746933700000227,4
3193,5,1,1,8,9,0,6,MIRANDA,113,3,LEONA,LEILA,TEGAN,DONNA,112,69,0,1,0,4.33949129999746,2.31767369999943,3,0,3,0.641646100000798,3
3194,5,1,1,8,10,0,4,LEILA,83,1,ALANIS,YASMIN,SHIVANI,MEGAN,83,4948,1,NA,NA,6.02842389999932,0.0275465000013355,0,0,3,0.804221300000791,3
3195,5,1,1,8,11,0,7,ARNOLD,18,13,PHILIP,MOSES,CLAUDE,AHMED,18,206,1,NA,NA,2.80402640000102,0.0641417000006186,0,0,4,0.693825899998046,4
3196,5,1,1,8,12,0,1,LORCAN,17,8,ELLIOT,DANNY,MARVIN,GARRY,17,29,1,NA,NA,2.25337480000235,0.0337772000020777,0,0,4,0.679731299998821,4
3197,5,1,1,8,13,0,3,ELLIOT,919,10,ARJUN,LORCAN,BILLY,AARON,914,2511,1,NA,NA,6.52352130000145,3.99340369999845,1,1,3,0.680458600003476,3
3198,5,1,1,8,14,0,2,SABAH,75,2,DIONNE,MIRANDA,ANDREA,EVELYN,74,80,1,NA,NA,3.17756000000008,1.62895100000242,3,1,4,0.863286499999958,4
3199,5,1,1,8,15,0,1,DANNY,565,4,MOSES,PHILIP,COREY,BILLY,527,914,0,1,0,4.56873770000311,2.53985239999747,2,1,1,1.27112449999913,1
3200,5,1,1,8,16,0,4,"NAOMI",766,16,YASMIN,ALANIS,RACHAEL,KAYLA,721,48,0,0,1,6.36955300000045,3.43318060000092,4,5,4,0.905062800000451,4
3201,5,1,1,9,1,0,7,DAFYDD,84,13,EMILIO,HASAN,ROBSON,RICKY,84,242,1,NA,NA,6.3233051999996,3.3269833000013,6,3,2,0.614351799998985,2
3202,5,1,1,9,2,0,8,LACEY,85,10,CARLA,"NATALIE",SHELLEY,ROSIE,84,879,1,NA,NA,3.5286171000007,0.944629300000088,3,0,3,0.467997200001264,3
